,comments,attack_object_id,attack_object_name,references,tags,capability_description,capability_id,mapping_type,score_category,score_value,related_score,group,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
411,"Privileged roles and permissions can be granted to entire groups of users by default, and admins can control unwanted access by utilizing machine learning to recommend smart access control permissions within an organization. This control can  help mitigate adversaries from gaining access to unwanted account.",T1098.001,Additional Cloud Credentials,['https://cloud.google.com/iam'],"['Identity', 'Credentials', 'Access Management', 'Multi-Factor Authentication', 'Role Based Access Control']",Identity and Access Management,Identity and Access Management,technique-scores,Protect,Partial,,Identity and Access Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
412,Group permissions and settings are inherited using the IAM roles that are specifically granted to that group by admins. This control provides protection of possible adversaries that may determine which user accounts and groups memberships are available in cloud accounts. Received a score of Minimal because it only covers one of the sub-techniques.,T1069,Permission Groups Discovery,['https://cloud.google.com/iam'],"['Identity', 'Credentials', 'Access Management', 'Multi-Factor Authentication', 'Role Based Access Control']",Identity and Access Management,Identity and Access Management,technique-scores,Protect,Minimal,,Identity and Access Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
413,Group permissions and settings are inherited using the IAM roles that are specifically granted to that group by admins. This control provides protection of possible adversaries that may determine which user accounts and groups memberships are available in cloud accounts. Received a score of Minimal because it only covers one of the sub-techniques.,T1069.003,Cloud Groups,['https://cloud.google.com/iam'],"['Identity', 'Credentials', 'Access Management', 'Multi-Factor Authentication', 'Role Based Access Control']",Identity and Access Management,Identity and Access Management,technique-scores,Protect,Minimal,,Identity and Access Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
414,This control may mitigate the impact of compromised valid accounts by enabling fine-grained access policies and implementing least-privilege policies. MFA can provide protection against an adversary that obtains valid credentials by requiring the adversary to complete an additional authentication process before access is permitted.,T1078,Valid Accounts,['https://cloud.google.com/iam'],"['Identity', 'Credentials', 'Access Management', 'Multi-Factor Authentication', 'Role Based Access Control']",Identity and Access Management,Identity and Access Management,technique-scores,Protect,Partial,,Identity and Access Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
415,,T1078,Valid Accounts,['https://cloud.google.com/iam'],"['Identity', 'Credentials', 'Access Management', 'Multi-Factor Authentication', 'Role Based Access Control']",Identity and Access Management,Identity and Access Management,technique-scores,Detect,Partial,,Identity and Access Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
416,This control protects against malicious use of cloud accounts and gaining access to them.   This control may mitigate the impact of compromised valid accounts by enabling fine-grained access policies and implementing least-privilege policies. MFA can provide protection against an adversary that obtains valid credentials by requiring the adversary to complete an additional authentication process before access is permitted.,T1078.004,Cloud Accounts,['https://cloud.google.com/iam'],"['Identity', 'Credentials', 'Access Management', 'Multi-Factor Authentication', 'Role Based Access Control']",Identity and Access Management,Identity and Access Management,technique-scores,Protect,Partial,,Identity and Access Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
417,This control can be used to implement the least-privilege principle for account management and thereby limit the accounts that can be used for account discovery. This control receives a minimal score since it only covers one of the few sub-techniques.,T1087.004,Cloud Account,['https://cloud.google.com/iam'],"['Identity', 'Credentials', 'Access Management', 'Multi-Factor Authentication', 'Role Based Access Control']",Identity and Access Management,Identity and Access Management,technique-scores,Protect,Partial,,Identity and Access Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
418,"This control protects against adversaries gaining access to accounts within a specific environment or determining which accounts exists to follow on with malicious behavior. The usage of GCP IAM enables admins to grant access to cloud resources at fine-grained levels, possibly preventing adversaries of malicious use of cloud accounts and gaining access to them.  This control receives a minimal score since it only covers one of the few sub-techniques.",T1087,Account Discovery,['https://cloud.google.com/iam'],"['Identity', 'Credentials', 'Access Management', 'Multi-Factor Authentication', 'Role Based Access Control']",Identity and Access Management,Identity and Access Management,technique-scores,Protect,Minimal,,Identity and Access Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
419,GCP Identity and Access Management allows admins to control access to Container Registry hosts with Cloud Storage permissions. Specific accounts can be assigned roles and Container Registry uses Cloud Storage buckets as the underlying storage for container images. This control can help mitigate  against adversaries that may attempt to discover resources including images and containers by controlling access to  images by granting permissions to the bucket for a registry.,T1613,Container and Resource Discovery,['https://cloud.google.com/iam'],"['Identity', 'Credentials', 'Access Management', 'Multi-Factor Authentication', 'Role Based Access Control']",Identity and Access Management,Identity and Access Management,technique-scores,Protect,Minimal,,Identity and Access Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
420,VM Manager can apply on-demand and scheduled patches via automated patch deployment. This can remediate OS and software vulnerabilities that could otherwise be exploited. Since VM Manager doesn't directly prevent exploitation of active vulnerabilities (including zero day vulnerabilities) this control has resulted in a score of Partial.,T1068,Exploitation for Privilege Escalation,['https://cloud.google.com/compute/docs/vm-manager'],"['Patch Management', 'Vulnerability Management', 'Configuration Management', 'Credentials']",VMManager,VMManager,technique-scores,Protect,Partial,,VMManager,,05/11/2022,05/11/2022,10,enterprise,gcp,
421,VM Manager can apply on-demand and scheduled patches via automated patch deployment. This can remediate OS and software vulnerabilities that could otherwise be exploited. Since VM Manager doesn't directly prevent exploitation of active vulnerabilities (including zero day vulnerabilities) this control has resulted in a score of Partial.,T1190,Exploit Public-Facing Application,['https://cloud.google.com/compute/docs/vm-manager'],"['Patch Management', 'Vulnerability Management', 'Configuration Management', 'Credentials']",VMManager,VMManager,technique-scores,Protect,Partial,,VMManager,,05/11/2022,05/11/2022,10,enterprise,gcp,
422,VM Manager can apply on-demand and scheduled patches via automated patch deployment. This can remediate OS and software vulnerabilities that could otherwise be exploited. Since VM Manager doesn't directly prevent exploitation of active vulnerabilities (including zero day vulnerabilities) this control has resulted in a score of Partial.,T1203,Exploitation for Client Execution,['https://cloud.google.com/compute/docs/vm-manager'],"['Patch Management', 'Vulnerability Management', 'Configuration Management', 'Credentials']",VMManager,VMManager,technique-scores,Protect,Partial,,VMManager,,05/11/2022,05/11/2022,10,enterprise,gcp,
423,VM Manager can apply on-demand and scheduled patches via automated patch deployment. This can remediate OS and software vulnerabilities that could otherwise be exploited. Since VM Manager doesn't directly prevent exploitation of active vulnerabilities (including zero day vulnerabilities) this control has resulted in a score of Partial.,T1210,Exploitation of Remote Services,['https://cloud.google.com/compute/docs/vm-manager'],"['Patch Management', 'Vulnerability Management', 'Configuration Management', 'Credentials']",VMManager,VMManager,technique-scores,Protect,Partial,,VMManager,,05/11/2022,05/11/2022,10,enterprise,gcp,
424,VM Manager can apply on-demand and scheduled patches via automated patch deployment. This can remediate OS and software vulnerabilities that could otherwise be exploited. Since VM Manager doesn't directly prevent exploitation of active vulnerabilities (including zero day vulnerabilities) this control has resulted in a score of Partial.,T1211,Exploitation for Defense Evasion,['https://cloud.google.com/compute/docs/vm-manager'],"['Patch Management', 'Vulnerability Management', 'Configuration Management', 'Credentials']",VMManager,VMManager,technique-scores,Protect,Partial,,VMManager,,05/11/2022,05/11/2022,10,enterprise,gcp,
